POST_ID,id,dmexco_related,reason
7127225328808161280,'7127225328808161280',no,"The post date is November 6, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6879332985104150528,'6879332985104150528',no,The post date is outside the allowed range of 12 months before or after the event date.
7009123493095055360,'7009123493095055360',no,"The post date is 2022-12-15, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7236705105994010625,'7236705105994010625',no,"The post date is September 3, 2024, which is within 12 months before the event date of September 18, 2024. However, the content of the post is about the Feasibility Studies for Rail Innovation Competition briefing event, which is not related to DMEXCO 2024."
7234657134481694720,'7234657134481694720',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO in September, which aligns with the event date of September 18, 2024. The post also expresses interest in changing the commerce game and propelling tech stack for CX technologies, which are relevant topics for an event like DMEXCO."
7241468508859985921,'7241468508859985921',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, the event name, and provides details about the event, including the date, time, and location. It also promotes a masterclass session at the event and includes relevant hashtags."
7099693437947437057,'7099693437947437057',no,"The post date is 2023-08-22, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237381770424254464,'7237381770424254464',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing excitement about attending, reconnecting with old friends, and meeting new industry peers. The post also mentions sponsoring a party at the event for networking and celebration."
7226892708588478465,'7226892708588478465',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, promoting the event and providing information about visiting HubSpot at the event."
7244616667991855105,'7244616667991855105',yes,"The post date is within 12 months after the event date (September 18, 2024) and the post mentions observations from this year's edition of DMEXCO, indicating that it is related to the DMEXCO 2024 event."
6891488208786460672,'6891488208786460672',no,"The post date is January 24, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239546642977181699,'7239546642977181699',yes,The post date is within 12 months before the event date. The post date is 2024-09-11 and the event date is 2024-09-18.
7023263418572759040,'7023263418572759040',no,"The post date is January 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6907960177451225088,'6907960177451225088',no,The post date is outside the allowed range of 12 months before or after the event date.
7239941473335447552,'7239941473335447552',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing interest in attending, promoting, and discussing topics related to the event."
7064121214876672000,'7064121214876672000',no,"The post date is May 16, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7052245878522179584,'7052245878522179584',no,"The post date is April 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6976091265293557760,'6976091265293557760',no,"The post date is 2022-09-15, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7245314968949039104,'7245314968949039104',no,"The post date is September 27, 2024, which is within 12 months after the event date of September 18, 2024. However, the content of the post is about the ITS congress in Brussels, not DMEXCO 2024. Therefore, the post is not related to DMEXCO 2024."
6979116203415896064,'6979116203415896064',no,"The post date is September 23, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239189094067580929,'7239189094067580929',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, stating that the converify GmbH will be attending and inviting others to visit their booth at the event. The post also provides details about the event dates, location, and a link to book appointments. Therefore, it is related to the DMEXCO 2024 event."
6970418195388059648,'6970418195388059648',no,"The post date is August 30, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7257373226039713792,'7257373226039713792',no,"The post date is October 30, 2024, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7108706973000310784,'7108706973000310784',no,"The post date is September 16, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7107709987585413120,'7107709987585413120',no,"The post date is September 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7044908725597343744,'7044908725597343744',no,"The post date is 2023-03-24, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7102709541900800000,'7102709541900800000',no,"The post date is August 30, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239553934145523712,'7239553934145523712',yes,The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024 and expresses interest in meeting with companies at the event.
7174429629422649346,'7174429629422649346',no,"The post date is March 15, 2024, which is more than 6 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6410695749146853376,'6410695749146853376',no,"The post date is June 8, 2018, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7084916245170450433,'7084916245170450433',no,"The post date is 2023-07-12, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7057370074013216770,'7057370074013216770',no,"The post date is April 27, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241396654745014273,'7241396654745014273',yes,"The post date is within 12 months before the event date. The post mentions the DMEXCO event, specifically referring to memories of previous DMEXCO events and suggesting to share old photos. The hashtags #DMEXCO and #OldPhotos further indicate the post's relevance to the DMEXCO event in 2024."
6863813731223138304,'6863813731223138304',no,"The post date is November 9, 2021, which is more than 2 years before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6983187076078784512,'6983187076078784512',no,"The post date is October 4, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239185881088094208,'7239185881088094208',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, the Digital Marketing Expo & Conference, and promotes a Masterclass on AdTech with L'Oréal at DMEXCO. The post also expresses excitement about being on stage with Nadine Kamski and Franziska Eickhoff from L'Oréal. All these details indicate that the post is related to the DMEXCO 2024 event."
7075081678330716162,'7075081678330716162',no,"The post date is 2023-06-15, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7109856446887927808,'7109856446887927808',no,"The post date is September 19, 2023, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7234837873437401091,'7234837873437401091',yes,The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024 and promoting Blue Billywig's booth at the event. The post also includes relevant hashtags related to DMEXCO 2024 and video advertising.
6976199228804997120,'6976199228804997120',no,"The post date is September 15, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7107625574977658881,'7107625574977658881',no,"The post date is September 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7231286982558072833,'7231286982558072833',yes,"The post is related to DMEXCO 2024 because it mentions heading to Cologne in September for DMEXCO24, expressing excitement about reconnecting with industry peers, making new connections, and exploring partnership opportunities. The post also includes the hashtags #DMEXCO2024 and #commercemedia."
7113824900485685248,'7113824900485685248',no,"The post date is September 30, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6716658773026459648,'6716658773026459648',no,"The post date is 2020-09-29, which is more than 3 years before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6978692005149212672,'6978692005149212672',no,"The post date is 2022-09-22, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110174132213833728,'7110174132213833728',no,"The post date is September 20, 2023, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7018152339215634432,'7018152339215634432',no,"The post date is January 9, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7155854882598526978,'7155854882598526978',no,"The post is related to Expo Manufactura 2024, not DMEXCO 2024."
7236598798557290498,'7236598798557290498',yes,"The post mentions the event name 'DMEXCO' and includes details about the speaker, session topic, and event date. The post also includes relevant hashtags such as '#dmexco2024' and '#masterclass'. The post date is within 12 months before the event date."
6980454112433704960,'6980454112433704960',no,"The post date is September 27, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7103100952647217155,'7103100952647217155',no,"The post date is August 31, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242912682796797952,'7242912682796797952',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after September 18, 2024). The post mentions DMEXCO, talks about attending the event, and includes hashtags related to DMEXCO 2024 (#DMEXCO, #seeyounextyear, #DMEXCORecap, #dkdatdmexco2024)."
7258088823924928512,'7258088823924928512',no,"The post date is 2024-11-01, which is more than 12 months after the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7107278512524255232,'7107278512524255232',no,"The post date is September 12, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239632305877602304,'7239632305877602304',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, connecting with publishers and partners, discussing advertising, and discovering new opportunities together. The post also includes hashtags related to DMEXCO and AdeqMedia."
7234444483818385408,'7234444483818385408',yes,"The post is related to DMEXCO 2024 because the post date is within 12 months before the event date. The post date is August 28, 2024, and the event date is September 18, 2024."
7247868100681809920,'7247868100681809920',no,"The post date is October 4, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7107078801745928194,'7107078801745928194',no,"The post date is September 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241343810385965056,'7241343810385965056',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, exchanging about topics related to the event, and meeting in Cologne during the event days."
7233790378422775808,'7233790378422775808',yes,The post date is within 12 months before the event date. The post date is 2024-08-26 and the event date is 2024-09-18.
7239537966694510592,'7239537966694510592',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO, expresses excitement about attending, reconnecting with old friends, and mentions a colleague who will be speaking at the event. The post also encourages scheduling meetings with Shopify at the event."
7241491494304395265,'7241491494304395265',yes,"The post is related to DMEXCO 2024 because the post date is within 12 months before the event date. The post date is September 16, 2024, which is only 2 days before the event date of September 18, 2024. The post also mentions attending DMEXCO, looking forward to the latest innovations, masterclasses, and meeting potential new business partners, which are all related to the event."
7242782034962649088,'7242782034962649088',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after September 18, 2024). The post mentions DMEXCO and DIGITAL X, which are both events related to the DMEXCO 2024. The post also talks about specific activities and experiences at the event, such as meeting with attendees and discussing topics presented at the conference."
6975377541645651969,'6975377541645651969',no,"The post date is September 13, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7029008246707224576,'7029008246707224576',no,"The post date is 2023-02-08, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7173327253337006080,'7173327253337006080',no,"The post is related to Seafood Expo North America/Seafood Processing North America show in Boston, not DMEXCO 2024."
7237768702601957377,'7237768702601957377',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing interest in attending, promoting Microsoft's presence, and providing information about sessions and booth. Therefore, it is related to the DMEXCO 2024 event."
6747190212989882368,'6747190212989882368',no,"The post date is December 22, 2020, which is more than 3 years before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6306160128316055552,'6306160128316055552',no,"The post date is 2017-08-23, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239911509638721537,'7239911509638721537',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, provides information about the event, promotes booking appointments, and highlights what attendees can expect at the event."
7110735310241583104,'7110735310241583104',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6853306772183097344,'6853306772183097344',no,"The post date is October 11, 2021, which is more than 2 years before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7109816830424150016,'7109816830424150016',yes,The post date is within 12 months before the event date. The post date is 2023-09-19 and the event date is 2024-09-18.
7097031879823949824,'7097031879823949824',no,"The post date is August 15, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6978631915805265920,'6978631915805265920',no,"The post date is 2022-09-22, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6975273750078377984,'6975273750078377984',no,"The post date is September 13, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6577525509331136512,'6577525509331136512',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7242078390059470850,'7242078390059470850',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions being at DMEXCO, speaking to digital agencies and solution providers about OptimizelyOne, and inviting people to visit the Optimizely booth in Hall 6.1 C030. These details indicate that the post is related to the DMEXCO 2024 event."
7190599369694359552,'7190599369694359552',no,"The post date is April 29, 2024, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7238821584784805888,'7238821584784805888',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, expresses excitement about joining the SmartyAds team at the event, and promotes their AI powered DSP. The post also includes relevant hashtags related to the event."
7153040317846278144,'7153040317846278144',no,"The post date is January 16, 2024, which is more than 8 months before the event date of September 18, 2024. Additionally, the post is promoting an event called POSSIBLE 2024, which is not DMEXCO 2024."
6977666276731019265,'6977666276731019265',no,"The post date is September 19, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237802480699416576,'7237802480699416576',yes,The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024 and includes relevant hashtags related to the event.
7250416745507688448,'7250416745507688448',no,"The post date is October 11, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7246908311554424833,'7246908311554424833',no,"The post date is October 1, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7238798121789493249,'7238798121789493249',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing excitement and anticipation for the event. It also promotes the opportunity to meet in person and discuss SEO and digital marketing strategies. The post includes hashtags related to DMEXCO 2024, networking, SEO, and the company Claneo. Additionally, it provides a link to book a slot for a discussion. All these factors indicate that the post is related to the DMEXCO 2024 event."
7239692944427958273,'7239692944427958273',yes,"The post mentions DMEXCO 2024, expresses excitement about attending the event, and invites others to join. The post date is within 12 months before the event date."
6975796945286000640,'6975796945286000640',no,"The post date is September 14, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6992794856808984576,'6992794856808984576',no,"The post date is October 31, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110183348970344448,'7110183348970344448',no,"The post date is September 20, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239293360086167558,'7239293360086167558',yes,"The post date is within 12 months before the event date. The post mentions the upcoming DMEXCO event, expresses excitement, and provides details about a colleague speaking at the event. It also includes relevant hashtags such as #DMEXCO and #Shopify."
7164338961585283073,'7164338961585283073',no,"The post is not related to DMEXCO 2024. The post is about the relaunch of ALPFA Puerto Rico in San Juan and the opportunities it offers for networking, professional development, and career growth. There is no mention or indication of any connection to DMEXCO 2024."
7243010265653383168,'7243010265653383168',yes,"The post date is within 12 months after the event date, and the post explicitly mentions attending the DMEXCO 2024 event, expressing positive experiences, and looking forward to attending again next year."
7165829231694766081,'7165829231694766081',no,"The post date is February 20, 2024, which is within 12 months before the event date of September 18, 2024. However, the content of the post does not mention DMEXCO 2024 or any related keywords. Therefore, the post is not related to the DMEXCO 2024 event."
7160867682089590784,'7160867682089590784',no,"The post date is 2024-02-07, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7236713919409500161,'7236713919409500161',yes,"The post date is within 12 months before the event date. The post date is 2024-09-03 and the event date is 2024-09-18. The post is promoting and expressing general interest in attending the DMEXCO 2024 event in Köln. The post includes information about the date, location, and contact details of the event."
7064894346742874112,'7064894346742874112',no,"The post date is May 18, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7192116895934742528,'7192116895934742528',no,"The post date is 2024-05-03, which is within 12 months before the event date of September 18, 2024. However, the content of the post does not mention or indicate any relation to the event DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7204502131700105218,'7204502131700105218',no,"The post date is June 6, 2024, which is more than 3 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110515783113273344,'7110515783113273344',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7128257537207914497,'7128257537207914497',no,"The post date is November 9, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7113948148598759424,'7113948148598759424',no,"The post date is September 30, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7102362200928866304,'7102362200928866304',no,"The post date is before the event date, which is September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7102672622378704896,'7102672622378704896',no,"The post date is 2023-08-30, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7106923845982240768,'7106923845982240768',no,"The post date is September 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242564522178170881,'7242564522178170881',no,"The post date is 2024-09-19, which is one day after the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7105882811126923264,'7105882811126923264',no,"The post date is September 8, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7153126080168550400,'7153126080168550400',no,"The post is related to the ICEE 2024 Conference in Tartu, Estonia, not the DMEXCO 2024 event. The event date mentioned in the post is from September 29 - October 2, 2024, which is different from the DMEXCO 2024 event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110579133423706112,'7110579133423706112',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6978673511699464192,'6978673511699464192',no,"The post date is September 22, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7213605110243831808,'7213605110243831808',yes,"The post mentions DMEXCO 2024, including the event hashtag #DMEXCO2024. It also promotes Verbolia's booth at the event and mentions the latest solutions they will be showcasing. The post date is within 12 months before the event date."
7241384295217467392,'7241384295217467392',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, expresses interest in attending, and talks about topics related to the event such as omnichannel tools, reducing carbon footprint, new algorithm, third-party cookies, and enlarging addressable audience. The post also explicitly mentions attending DMEXCO."
7111187854512312321,'7111187854512312321',no,"The post date is September 23, 2023, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7238797894244327426,'7238797894244327426',yes,The post date is within 12 months before the event date. The post date is 2024-09-09 and the event date is 2024-09-18.
6397810558896209920,'6397810558896209920',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
6898669748465352704,'6898669748465352704',no,"The post date is 2022-02-13, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7189580641418530818,'7189580641418530818',no,"The post date is April 26, 2024, which is more than 4 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7236375175913504768,'7236375175913504768',yes,"The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024, talking about topics related to the event, and expressing excitement about attending the event."
7160887461798158337,'7160887461798158337',no,"The post is related to the ESF 2024 conference in Madrid, not the DMEXCO 2024 event. The post date is within 12 months before the event date, but it is not about DMEXCO 2024."
7049306318016237568,'7049306318016237568',no,"The post date is April 5, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7096831116455682048,'7096831116455682048',no,"The post date is 2023-08-14, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7246091960174661634,'7246091960174661634',yes,"The post mentions DMEXCO 2024 in the hashtags, indicating a direct connection to the event. Additionally, the post date is within 12 months after the event date, which suggests that it is related to the event."
7229410427938467840,'7229410427938467840',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024 and expresses excitement about attending the event, discussing topics related to the event, and inviting others to meet up at the event."
7209532960100773889,'7209532960100773889',no,"The post date is 2024-06-20, which is within 12 months before the event date of DMEXCO 2024 (September 18, 2024). The post mentions an event called The Exhibitions and Conventions Executive Forum in DC, but it does not mention DMEXCO 2024 or show any direct relation to the event. Therefore, the post is not related to DMEXCO 2024."
7018189133982388224,'7018189133982388224',no,"The post date is January 9, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239554715133333504,'7239554715133333504',yes,The post date is within 12 months before the event date. The post explicitly mentions DMEXCO2024 and encourages people to visit their stand at the event. The post also includes relevant hashtags related to the event.
7048626523976671232,'7048626523976671232',no,"The post date is April 3, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7101833098132099072,'7101833098132099072',no,The post date is before the event date and not within 12 months before or after the event date.
7021144330610307072,'7021144330610307072',no,"The post date is January 17, 2023, which is more than 12 months before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237362537392926723,'7237362537392926723',yes,"The post date is within 12 months before the event date. The post date is 2024-09-05, which is within the acceptable range for the DMEXCO 2024 event happening on September 18, 2024. The post explicitly mentions attending the DMEXCO conference, participating in a fireside chat, and promoting the speaker's company's solutions at their booth. Therefore, the post is related to the DMEXCO 2024 event."
7237363979637919744,'7237363979637919744',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, talks about attending, promoting, and expressing general interest in the event. It also provides details about the booth location, meet-up, and a special event planned during the conference."
7180859943552483330,'7180859943552483330',no,"The post date is April 2, 2024, which is not within 12 months before or after the event date of September 18, 2024. Additionally, the post is promoting and discussing Solar & Storage Live London, which is a different event."
7242418579952787456,'7242418579952787456',yes,"The post mentions attending the second day of DMEXCO 2024, meeting someone at Microsoft, and looking forward to new contacts. It also mentions the traditional Kölsch at the Dom, which is a popular activity during DMEXCO. Additionally, the post expresses gratitude towards the Hotel Am Rhein for providing accommodations during the event."
6306454158400684032,'6306454158400684032',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7085598279475830784,'7085598279475830784',no,"The post date is 2023-07-14, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239204607623651331,'7239204607623651331',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO - Digital Marketing Expo & Conference 2024 and provides details about the event, including the date, location, booth number, and a Masterclass. The post also mentions the presence of the IBM iX DACH team and their joint booth with Salesforce."
7244090003616579584,'7244090003616579584',no,"The post is related to AdExchanger's Programmatic IO event in NYC, not DMEXCO 2024."
7117855221719949312,'7117855221719949312',no,"The post date is October 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7232657749338128384,'7232657749338128384',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference on Sept 19, which is related to the DMEXCO 2024 event. The post date is within 12 months before the event date."
7242081443542188034,'7242081443542188034',yes,"The post mentions being part of DMEXCO - Digital Marketing Expo & Conference, meeting at a specific booth, and promoting a Masterclass at the event. The post date is on the same day as the event date, indicating a direct relation to DMEXCO 2024."
7075837082727796737,'7075837082727796737',no,"The post date is 2023-06-17, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7175665003633549312,'7175665003633549312',no,"The post is about attending Modex 2024, not DMEXCO 2024."
7196461631114039298,'7196461631114039298',yes,"The post mentions the event name 'eCommerce & Digital Marketing Expo' (ECDM Expo) and includes relevant hashtags such as #ecdm2024 and #ecdmexpo. The post also provides details about the event, including the date (24-26 May 2024) and location (Zappeion Megaron, Athens - Greece). The post date (2024-05-15) is within 12 months before the event date (2024-09-18). Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
6407876276731899904,'6407876276731899904',no,"The post date is 2018-05-31, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242071589591126016,'7242071589591126016',yes,"The post date is 2024-09-18, which is the same as the event date for DMEXCO 2024. The post mentions DMEXCO - Digital Marketing Expo & Conference 2024 and talks about attending the event, exchanging ideas, and meeting with fellow industry enthusiasts. The post also includes relevant hashtags such as #Dmexco2024, #Adtech, #Data, #DataSolutions, #Programmatic, and #Advertising. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7110927041364926466,'7110927041364926466',no,"The post date is September 22, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7150384475254820864,'7150384475254820864',no,"The post is about Pocket Gamer Connects in London on Jan 22-23, which is not related to DMEXCO 2024."
7118558985024090112,'7118558985024090112',no,"The post date is October 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6975850060978745344,'6975850060978745344',yes,"The post mentions the DMEXCO - Digital Marketing Expo & Conference in cologne, which is the event in question. The post date is within 12 months before the event date (September 14, 2022), indicating that it is related to the DMEXCO 2024 event. The post also expresses excitement and anticipation for the upcoming event, further confirming its relevance."
7071395267165483008,'7071395267165483008',no,"The post date is June 5, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7231189418378747904,'7231189418378747904',yes,"The post mentions DMEXCO 2024, expresses excitement about the event, and provides details about the team's participation and topics to be discussed. The post date is within 12 months before the event date."
7237081413760503808,'7237081413760503808',yes,The post date is within 12 months before the event date. The post expresses excitement about meeting the ad tech community at DMEXCO 2024 in Cologne.
6978733206313308161,'6978733206313308161',no,The post date is outside the acceptable range of 12 months before or after the event date.
6999011601009811456,'6999011601009811456',no,"The post date is November 17, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7226561097158316035,'7226561097158316035',no,"The post date is August 6, 2024, which is within 12 months before the event date of September 18, 2024. However, the post is about speaking at the channel partner congress, not DMEXCO 2024."
7244993831341854721,'7244993831341854721',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post date is within 12 months after the event date (September 26, 2024), indicating that it is related to the DMEXCO 2024 event."
7099329704716836865,'7099329704716836865',no,"The post date is before the event date and more than 12 months away. Therefore, it is not related to DMEXCO 2024."
6309310821470076928,'6309310821470076928',no,The post date is before the event date and in a different year (2017).
7140648372633247744,'7140648372633247744',no,"The post date is 2023-12-13, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7251944519032565760,'7251944519032565760',yes,"The post date is within 12 months after the event date. The post mentions speaking at DMEXCO - Digital Marketing Expo & Conference, which indicates a direct connection to the event. The post also includes hashtags related to DMEXCO and DMEXCO24."
